stage_gb,check_id,sub_category,description,stratum1,stratum_2,stratum_3,stratum_4,stratum_5,stratum_6,err_gb
CDM,C10,Uniqueness,check the special char value count of initial table,35,source_to_concept_map,NULL,NULL,NULL,NULL,WARNING
CDM,C10,Uniqueness,check the special char value count of initial table,36,specimen,NULL,NULL,NULL,NULL,WARNING
CDM,C10,Uniqueness,check the special char value count of initial table,37,visit_detail,NULL,NULL,NULL,NULL,WARNING
CDM,C10,Uniqueness,check the special char value count of initial table,38,visit_occurrence,NULL,NULL,NULL,NULL,WARNING
CDM,C10,Uniqueness,check the special char value count of initial table,39,vocabulary,NULL,NULL,NULL,NULL,WARNING
CDM,C11,Uniqueness,primary key duplication check with source_value,31,person,1,person_id,person_source_value,NULL,ERROR
CDM,C12,Uniqueness,primary key duplication check with source_value,33,provider,1,provider_id,provider_source_value,NULL,ERROR
CDM,C13,Uniqueness,primary key duplication check with source_value,2,care_site,1,care_site_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,28,observation,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,28,observation,3,observation_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,28,observation,4,observation_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,28,observation,6,observation_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,29,observation_period,1,observation_period_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,29,observation_period,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,29,observation_period,3,observation_period_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,29,observation_period,4,observation_period_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,29,observation_period,5,period_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,30,payer_plan_period,1,payer_plan_period_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,30,payer_plan_period,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,30,payer_plan_period,3,payer_plan_period_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,30,payer_plan_period,4,payer_plan_period_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,31,person,1,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,31,person,2,gender_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,31,person,3,year_of_birth,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,31,person,7,race_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,31,person,8,ethnicity_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,32,procedure_occurrence,1,procedure_occurrence_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,32,procedure_occurrence,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,32,procedure_occurrence,3,procedure_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,32,procedure_occurrence,4,procedure_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,32,procedure_occurrence,6,procedure_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,33,provider,1,provider_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,36,specimen,1,specimen_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,36,specimen,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,36,specimen,3,specimen_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,36,specimen,4,specimen_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,36,specimen,5,specimen_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,1,visit_detail_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,3,visit_detail_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,4,visit_detail_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,6,visit_detail_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,8,visit_detail_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,37,visit_detail,19,visit_occurrence_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,1,visit_occurrence_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,3,visit_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,4,visit_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,6,visit_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,38,visit_occurrence,8,visit_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,2,care_site,1,care_site_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,1,concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,2,concept_name,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,3,domain_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,4,vocabulary_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,5,concept_class_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,7,concept_code,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,8,valid_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,7,concept,9,valid_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,12,condition_era,1,condition_era_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,12,condition_era,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,12,condition_era,3,condition_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,12,condition_era,4,condition_era_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,12,condition_era,5,condition_era_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,13,condition_occurrence,1,condition_occurrence_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,13,condition_occurrence,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,13,condition_occurrence,3,condition_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,13,condition_occurrence,4,condition_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,13,condition_occurrence,8,condition_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,14,cost,1,cost_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,14,cost,2,cost_event_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,14,cost,3,cost_domain_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,14,cost,4,cost_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,15,death,1,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,15,death,2,death_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,15,death,4,death_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,16,device_exposure,1,device_exposure_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,16,device_exposure,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,16,device_exposure,3,device_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,16,device_exposure,4,device_exposure_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,16,device_exposure,8,device_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,1,dose_era_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,3,drug_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,4,unit_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,5,dose_value,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,6,dose_era_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,18,dose_era,7,dose_era_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,19,drug_era,1,drug_era_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,19,drug_era,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,19,drug_era,3,drug_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,19,drug_era,4,drug_era_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,19,drug_era,5,drug_era_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,1,drug_exposure_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,3,drug_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,4,drug_exposure_start_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,6,drug_exposure_end_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,20,drug_exposure,9,drug_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,23,location,1,location_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,24,measurement,1,measurement_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,24,measurement,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,24,measurement,3,measurement_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,24,measurement,4,measurement_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,24,measurement,7,measurement_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,1,note_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,2,person_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,3,note_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,5,note_type_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,6,note_class_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,9,encoding_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,26,note,10,language_concept_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,27,note_nlp,1,note_nlp_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,27,note_nlp,2,note_id,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,27,note_nlp,6,lexical_variant,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,27,note_nlp,10,nlp_date,care_site_source_value,NULL,ERROR
CDM,C14,Completeness,required field missing value check of whole table,28,observation,1,observation_id,care_site_source_value,NULL,ERROR
CDM,C15,Completeness,Missing proportion check the Date of Birth,33,provider,year_of_birth,NULL,NULL,NULL,ERROR
CDM,C15,Completeness,Missing proportion check the Date of Birth,31,person,year_of_birth,NULL,NULL,NULL,ERROR
CDM,C16,Completeness,Missing proportion check the Date of Birth,31,person,year_of_birth,month_of_birth,day_of_birth,NULL,ERROR
CDM,C224,Completeness,check the CDM attribute is not null but Source_value is null,2,care_site,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C225,Completeness,check the CDM attribute is not null but Source_value is null,13,condition_occurrence,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C226,Completeness,check the CDM attribute is not null but Source_value is null,14,cost,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C227,Completeness,check the CDM attribute is not null but Source_value is null,15,death,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C228,Completeness,check the CDM attribute is not null but Source_value is null,16,device_exposure,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C229,Completeness,check the CDM attribute is not null but Source_value is null,20,drug_exposure,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C230,Completeness,check the CDM attribute is not null but Source_value is null,24,measurement,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C231,Completeness,check the CDM attribute is not null but Source_value is null,26,note,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C232,Completeness,check the CDM attribute is not null but Source_value is null,28,observation,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C233,Completeness,check the CDM attribute is not null but Source_value is null,30,payer_plan_period,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C17,Completeness,check the CDM attribute is not null but Source_value is null,31,person,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C234,Completeness,check the CDM attribute is not null but Source_value is null,32,procedure_occurrence,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C235,Completeness,check the CDM attribute is not null but Source_value is null,33,provider,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C238,Completeness,check the CDM attribute is not null but Source_value is null,36,specimen,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C236,Completeness,check the CDM attribute is not null but Source_value is null,37,visit_detail,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C237,Completeness,check the CDM attribute is not null but Source_value is null,38,visit_occurrence,NULL,NULL,NULL,NULL,NOTIFICATION
CDM,C18,Completeness,patients should be have 1 more observation period,31,person,29,observation_period,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,2,care_site,3,place_of_service_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,11,concept_synonym,1,concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,11,concept_synonym,3,language_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,12,condition_era,3,condition_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,13,condition_occurrence,3,condition_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,13,condition_occurrence,8,condition_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,13,condition_occurrence,14,condition_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,13,condition_occurrence,16,condition_status_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,14,cost,4,cost_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,14,cost,5,currency_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,14,cost,19,revenue_code_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,14,cost,21,drg_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,15,death,4,death_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,15,death,5,cause_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,15,death,7,cause_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,16,device_exposure,3,device_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,16,device_exposure,8,device_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,16,device_exposure,15,device_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,18,dose_era,3,drug_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,19,drug_era,3,drug_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,20,drug_exposure,3,drug_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,20,drug_exposure,9,drug_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,20,drug_exposure,15,route_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,20,drug_exposure,21,drug_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,24,measurement,3,measurement_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,24,measurement,7,measurement_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,24,measurement,18,measurement_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,25,metadata,1,metadata_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,25,metadata,2,metadata_type_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,26,note,5,note_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,26,note,6,note_class_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,26,note,9,encoding_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,26,note,10,language_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,27,note_nlp,3,section_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,27,note_nlp,7,note_nlp_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,27,note_nlp,8,note_nlp_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,28,observation,3,observation_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,28,observation,6,observation_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,28,observation,16,observation_source_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,29,observation_period,5,period_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,30,payer_plan_period,5,payer_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,30,payer_plan_period,7,payer_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,30,payer_plan_period,8,plan_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,30,payer_plan_period,10,plan_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,30,payer_plan_period,11,sponsor_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,30,payer_plan_period,13,sponsor_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,30,payer_plan_period,15,stop_reason_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,30,payer_plan_period,17,stop_reason_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,31,person,2,gender_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,31,person,7,race_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,31,person,8,ethnicity_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,31,person,14,gender_source_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,31,person,16,race_source_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,31,person,18,ethnicity_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,32,procedure_occurrence,3,procedure_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,32,procedure_occurrence,6,procedure_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,32,procedure_occurrence,7,modifier_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,32,procedure_occurrence,13,procedure_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,33,provider,5,specialty_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,33,provider,8,gender_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,33,provider,11,specialty_source_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,33,provider,13,gender_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,34,relationship,6,relationship_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,36,specimen,3,specimen_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,36,specimen,4,specimen_type_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,36,specimen,9,anatomic_site_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,36,specimen,10,disease_status_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,37,visit_detail,3,visit_detail_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,37,visit_detail,8,visit_detail_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,37,visit_detail,11,admitting_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,37,visit_detail,12,discharge_to_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,37,visit_detail,15,visit_detail_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,38,visit_occurrence,3,visit_concept_id,NULL,NULL,WARNING
CDM,C21,Completeness,Check the unmapped type_concept_id,38,visit_occurrence,8,visit_type_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,38,visit_occurrence,12,visit_source_concept_id,NULL,NULL,WARNING
CDM,C20,Completeness,Check the unmapped source_concept_id,38,visit_occurrence,13,admitting_source_concept_id,NULL,NULL,WARNING
CDM,C23,Completeness,Check the unmapped concept_id,38,visit_occurrence,15,discharge_to_concept_id,NULL,NULL,WARNING
CDM,C24,Completeness,Age at first visit at care_site,31,person,38,visit_occurrence,NULL,NULL,NOTIFICATION
CDM,C25,Completeness,conditional missing check: care_site_name or care_site_source_value is null,2,care_site,NULL,NULL,NULL,NULL,WARNING
CDM,C26,Completeness,additionally missing value check for provider,33,provider,NULL,NULL,NULL,NULL,WARNING
CDM,C27,Completeness,missing value check with source_value,33,provider,NULL,NULL,NULL,NULL,WARNING
CDM,C28,Plausibility-Temporal,year_of_birth yearly count,33,provider,7,year_of_birth,NULL,NULL,NOTIFICATION
CDM,C29,Completeness,inpatients should be have datetime value (missing data check: visit_start_datetime_,37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,WARNING
CDM,C29,Completeness,inpatients should be have datetime value (missing data check: visit_end_datetime),37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,WARNING
CDM,C29,Completeness,inpatients should be have datetime value (missing data check: visit_start_datetime_,38,visit_occurrence,5,visit_start_datetime,NULL,NULL,WARNING
CDM,C29,Completeness,inpatients should be have datetime value (missing data check: visit_end_datetime),38,visit_occurrence,7,visit_end_datetime,NULL,NULL,WARNING
CDM,C239,Completeness,Missing value check of the datetime at visit_detail table,37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,WARNING
CDM,C239,Completeness,Missing value check of the datetime at visit_detail table,37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,WARNING
CDM,C241,Completeness,provider_id should be not null,37,visit_detail,9,provider_id,NULL,NULL,ERROR
CDM,C241,Completeness,care_site_id should be not null,37,visit_detail,10,care_site_id,NULL,NULL,ERROR
CDM,C243,Completeness,Missing value check of the transfer concept_id at visit_detail table,37,visit_detail,11,admitting_source_concept_id,NULL,NULL,NOTIFICATION
CDM,C243,Completeness,Missing value check of the transfer concept_id at visit_detail table,37,visit_detail,12,discharge_to_concept_id,NULL,NULL,NOTIFICATION
CDM,C240,Completeness,Missing value check of the datetime at visit_occurrence table,38,visit_occurrence,5,visit_start_datetime,NULL,NULL,NOTIFICATION
CDM,C240,Completeness,Missing value check of the datetime at visit_occurrence table,38,visit_occurrence,7,visit_end_datetime,NULL,NULL,NOTIFICATION
CDM,C242,Completeness,provider_id should be not null,38,visit_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C242,Completeness,care_site_id should be not null,38,visit_occurrence,10,care_site_id,NULL,NULL,ERROR
CDM,C244,Completeness,Missing value check of the transfer concept_id  at visit_occurrence table,38,visit_occurrence,13,admitting_source_concept_id,NULL,NULL,NOTIFICATION
CDM,C244,Completeness,Missing value check of the transfer concept_id  at visit_occurrence table,38,visit_occurrence,15,discharge_to_concept_id,NULL,NULL,NOTIFICATION
CDM,C30,Completeness,check the missing value of condition date and datetime,13,condition_occurrence,5,condition_start_datetime,NULL,NULL,ERROR
CDM,C30,Completeness,check the missing value of condition date and datetime,13,condition_occurrence,6,condition_end_date,NULL,NULL,ERROR
CDM,C30,Completeness,check the missing value of condition date and datetime,13,condition_occurrence,7,condition_end_datetime,NULL,NULL,ERROR
CDM,C31,Completeness,check the missing value of condition_occurrence,13,condition_occurrence,9,stop_reason,NULL,NULL,ERROR
CDM,C31,Completeness,check the missing value of condition_occurrence,13,condition_occurrence,10,provider_id,NULL,NULL,ERROR
CDM,C31,Completeness,check the missing value of condition_occurrence,13,condition_occurrence,11,visit_occurrence_id,NULL,NULL,ERROR
CDM,C31,Completeness,check the missing value of condition_occurrence,13,condition_occurrence,12,visit_detail_id,NULL,NULL,ERROR
